city_key,city_name,jurisdiction_id,state_fips,offense,role,evidence,role_source,live_surface_present,residual_training_surface_present,validation_holdout_surface_present,residual_validation_case_type,loco_benchmark_holdout_city,loco_benchmark_source,packet_summary_present,summary_production_ready,summary_integration_status,summary_offense_selective_ready_offenses,summary_central_disposition,summary_packet_disposition,summary_source_name,summary_state_abbr,packet_status_present,packet_status_production_ready,packet_status_integration_status,packet_status_validation_case_type,packet_dir,packet_status_path,packet_offense_status_present,packet_offense_rejected,packet_offense_admitted,packet_offense_status_text,packet_offense_status_path,live_surface_row_count,live_surface_incident_count_total,live_surface_year_min,live_surface_year_max,residual_surface_row_count,residual_surface_incident_count_total,residual_surface_year_min,residual_surface_year_max
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,13,aggravated_assault,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/atlanta_ga,state/review/packets/city/atlanta_ga/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/atlanta_ga/packet_offense_status.csv,,,,,332.0,1945.0,2024,2024
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,13,burglary,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/atlanta_ga,state/review/packets/city/atlanta_ga/packet_status.csv,True,False,True,admit_share_only|pass_share_only|feed_total_candidate,state/review/packets/city/atlanta_ga/packet_offense_status.csv,,,,,364.0,1756.0,2024,2024
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,13,larceny,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/atlanta_ga,state/review/packets/city/atlanta_ga/packet_status.csv,True,False,True,admit_share_only|pass_share_only|feed_total_candidate,state/review/packets/city/atlanta_ga/packet_offense_status.csv,,,,,435.0,13727.0,2024,2024
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,13,motor_vehicle_theft,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/atlanta_ga,state/review/packets/city/atlanta_ga/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/atlanta_ga/packet_offense_status.csv,,,,,394.0,3867.0,2024,2024
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,13,murder,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/atlanta_ga,state/review/packets/city/atlanta_ga/packet_status.csv,True,False,True,admit_share_only|pass_share_only|feed_total_candidate,state/review/packets/city/atlanta_ga/packet_offense_status.csv,,,,,92.0,117.0,2024,2024
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,13,rape,onboarded_not_integrated,"packet exists, but city/offense is absent from live, residual-training, and holdout sets",state/review/packets/city/atlanta_ga/packet_offense_status.csv,False,False,False,,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/atlanta_ga,state/review/packets/city/atlanta_ga/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/atlanta_ga/packet_offense_status.csv,,,,,,,,
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,13,robbery,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,True,partial,generic_contract_share_pilot,,,ready_now,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/atlanta_ga,state/review/packets/city/atlanta_ga/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/atlanta_ga/packet_offense_status.csv,,,,,230.0,573.0,2024,2024
aurora_co,"Aurora, Colorado",08:municipal:place:0804000,08,aggravated_assault,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,False,,,,,,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/aurora_co,state/review/packets/city/aurora_co/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/aurora_co/packet_offense_status.csv,,,,,236.0,2154.0,2024,2024
aurora_co,"Aurora, Colorado",08:municipal:place:0804000,08,burglary,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,False,,,,,,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/aurora_co,state/review/packets/city/aurora_co/packet_status.csv,True,False,True,admit_share_only|pass_share_only|feed_total_candidate,state/review/packets/city/aurora_co/packet_offense_status.csv,,,,,222.0,1357.0,2024,2024
aurora_co,"Aurora, Colorado",08:municipal:place:0804000,08,larceny,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,False,,,,,,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/aurora_co,state/review/packets/city/aurora_co/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/aurora_co/packet_offense_status.csv,,,,,255.0,8105.0,2024,2024
aurora_co,"Aurora, Colorado",08:municipal:place:0804000,08,motor_vehicle_theft,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,False,,,,,,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/aurora_co,state/review/packets/city/aurora_co/packet_status.csv,True,False,True,admit_share_only|pass_share_only|feed_total_candidate,state/review/packets/city/aurora_co/packet_offense_status.csv,,,,,244.0,3600.0,2024,2024
aurora_co,"Aurora, Colorado",08:municipal:place:0804000,08,murder,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,False,,,,,,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/aurora_co,state/review/packets/city/aurora_co/packet_status.csv,True,False,True,admit_share_only|pass_share_only|share_only,state/review/packets/city/aurora_co/packet_offense_status.csv,,,,,33.0,35.0,2024,2024
aurora_co,"Aurora, Colorado",08:municipal:place:0804000,08,rape,onboarded_not_integrated,"packet exists, but city/offense is absent from live, residual-training, and holdout sets",state/review/packets/city/aurora_co/packet_offense_status.csv,False,False,False,,False,,False,,,,,,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/aurora_co,state/review/packets/city/aurora_co/packet_status.csv,True,False,True,admit_share_only|pass_share_only|feed_total_candidate,state/review/packets/city/aurora_co/packet_offense_status.csv,,,,,,,,
aurora_co,"Aurora, Colorado",08:municipal:place:0804000,08,robbery,residual_training_only,city/offense appears in the promoted residual-training surface after holdout case-type exclusions,state/modeling/next_phase_validation_city_incident_share_surface_2024.parquet;src/crimerisk/allocation.py:promoted_residual_training_city_shares_path,False,True,False,municipal_validation_case,False,,False,,,,,,,,True,partial,generic_contract_share_pilot,,state/review/packets/city/aurora_co,state/review/packets/city/aurora_co/packet_status.csv,True,False,True,admit_share_only|pass_share_only|feed_total_candidate,state/review/packets/city/aurora_co/packet_offense_status.csv,,,,,160.0,541.0,2024,2024
austin,Austin,48:municipal:place:4805000,48,aggravated_assault,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/austin/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,yes,offense_selective,burglary|larceny|motor_vehicle_theft|robbery,ready_now,ready_now,Austin APD Crime Reports,TX,True,yes,offense_selective,,state/review/packets/city/austin,state/review/packets/city/austin/packet_status.csv,True,True,False,blocked_nonexact_empirical_candidate|no|official_lookup_conflict,state/review/packets/city/austin/packet_offense_status.csv,,,,,,,,
austin,Austin,48:municipal:place:4805000,48,burglary,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,yes,offense_selective,burglary|larceny|motor_vehicle_theft|robbery,ready_now,ready_now,Austin APD Crime Reports,TX,True,yes,offense_selective,,state/review/packets/city/austin,state/review/packets/city/austin/packet_status.csv,True,False,True,offense_selective|yes|moderate_exact_stable,state/review/packets/city/austin/packet_offense_status.csv,3978.0,30908.0,2018.0,2024.0,3978.0,30908.0,2018,2024
austin,Austin,48:municipal:place:4805000,48,larceny,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,yes,offense_selective,burglary|larceny|motor_vehicle_theft|robbery,ready_now,ready_now,Austin APD Crime Reports,TX,True,yes,offense_selective,,state/review/packets/city/austin,state/review/packets/city/austin/packet_status.csv,True,False,True,offense_selective|yes|close_exact_stable,state/review/packets/city/austin/packet_offense_status.csv,4545.0,174946.0,2018.0,2024.0,4545.0,174946.0,2018,2024
austin,Austin,48:municipal:place:4805000,48,motor_vehicle_theft,direct_posterior_live,city/offense appears in the live direct-override surface used as incident_surface in allocation,state/modeling/city_incident_share_surface.parquet,True,True,False,promoted_city_control,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,yes,offense_selective,burglary|larceny|motor_vehicle_theft|robbery,ready_now,ready_now,Austin APD Crime Reports,TX,True,yes,offense_selective,,state/review/packets/city/austin,state/review/packets/city/austin/packet_status.csv,True,False,True,offense_selective|yes|close_exact_stable,state/review/packets/city/austin/packet_offense_status.csv,3979.0,31252.0,2018.0,2024.0,3979.0,31252.0,2018,2024
austin,Austin,48:municipal:place:4805000,48,murder,rejected,packet offense status contains reject/blocked/do_not_promote disposition,state/review/packets/city/austin/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,yes,offense_selective,burglary|larceny|motor_vehicle_theft|robbery,ready_now,ready_now,Austin APD Crime Reports,TX,True,yes,offense_selective,,state/review/packets/city/austin,state/review/packets/city/austin/packet_status.csv,True,True,False,blocked|no|material_gap,state/review/packets/city/austin/packet_offense_status.csv,,,,,,,,
austin,Austin,48:municipal:place:4805000,48,rape,onboarded_not_integrated,"packet exists, but city/offense is absent from live, residual-training, and holdout sets",state/review/packets/city/austin/packet_offense_status.csv,False,False,False,,True,state/modeling/city_residual_benchmark_2024.json|state/modeling/next_phase_city_residual_benchmark_2024.json,True,yes,offense_selective,burglary|larceny|motor_vehicle_theft|robbery,ready_now,ready_now,Austin APD Crime Reports,TX,True,yes,offense_selective,,state/review/packets/city/austin,state/review/packets/city/austin/packet_status.csv,True,False,False,approximate_only|no|approximate_only,state/review/packets/city/austin/packet_offense_status.csv,,,,,,,,
