source_id,source_type,title,publisher,url,accessed_date,relevance,notes
or_ors_777_190,official_statute,ORS 777.190 Ordinances for policing or regulating of port property,Oregon Legislature,https://www.oregonlegislature.gov/bills_laws/ors/ors777.html,2026-03-24,Core legal source showing a port may police property it owns operates maintains or controls and may appoint peace officers to enforce those ordinances.,This is the clearest current official authority for rejecting a Portland-only or airport-only reading of Port police powers.
port_public_safety,official_public_safety_page,Public Safety / Airport Police and Fire Services,Port of Portland,https://www.portofportland.com/PublicSafety,2026-03-24,Current official police page showing Port Police are real sworn officers and documenting primary jurisdiction at PDX.,Useful for the PDX component and for confirming the ORI is a real police department rather than a generic administrative row.
port_police_report,official_police_reporting_page,Port of Portland Police Report,Port of Portland,https://www.portofportland.com/PublicSafety/PoliceReport?culture=en,2026-03-24,Current official police-report page stating crimes outside Port Police jurisdiction must be reported to the city where they occurred.,Supports the existence of a bounded Port Police jurisdiction rather than a Portland city surrogate.
port_media_resources,official_media_page,Newsroom / Media Resources,Port of Portland,https://www.portofportland.com/Newsroom/Reporters,2026-03-24,Current official page stating the Port's media team covers airports marine terminals business and industrial parks as well as situations involving Port of Portland Police and Portland Airport Fire.,Strong current source that Port Police incidents are not limited to one city place proxy.
port_drones,official_policy_page,Unmanned Aircraft Systems (UAS) Operations / Drones,Port of Portland,https://www.portofportland.com/Drones,2026-03-24,Current official page stating recreational UAS operations are prohibited on all Port properties including airports marine terminals and industrial properties.,Useful for establishing the current Port property system categories.
port_moving_with_purpose,official_port_overview,Moving With Purpose,Port of Portland,https://www.portofportland.com/MovingWithPurpose,2026-03-24,Current official overview stating the Port operates three airports three operating marine terminals and six business parks.,Concise current system inventory source for the footprint.
port_commercial,official_property_inventory_page,Business Parks,Port of Portland,https://www.portofportland.com/Commercial,2026-03-24,Current official property inventory page stating the Port owns six business parks three airports and three active marine terminals.,Best single official inventory source for the multi-facility footprint and linked property map infrastructure.
port_marine,official_marine_page,Marine Cargo,Port of Portland,https://www.portofportland.com/Marine,2026-03-24,Current official marine page tying the system to Terminals 4 5 and 6 and providing a marine terminals brochure link.,Supports the marine-terminal portion of the custom footprint.
terminal4_page,official_facility_page,Terminal 4,Port of Portland,https://www.portofportland.com/Terminal4,2026-03-24,Current official facility page describing Terminal 4 as a 262-acre marine terminal.,Establishes Terminal 4 as a distinct Port facility in the footprint.
terminal5_page,official_facility_page,Terminal 5,Port of Portland,https://www.portofportland.com/Terminal5,2026-03-24,Current official facility page describing Terminal 5 as a 159-acre marine terminal in Rivergate.,Establishes Terminal 5 as a distinct Port facility in the footprint.
terminal6_page,official_facility_page,Terminal 6,Port of Portland,https://www.portofportland.com/Terminal6,2026-03-24,Current official facility page describing Terminal 6 as a 419-acre marine terminal and container facility.,Establishes Terminal 6 as a distinct Port facility in the footprint.
pdx_page,official_airport_page,Portland International Airport,Port of Portland,https://www.portofportland.com/PortlandAirport,2026-03-24,Current official airport page describing PDX as its own airport city with Port police and fire departments.,Supports the airport core and rejects reduction to a generic Portland place proxy.
hio_page,official_airport_page,Hillsboro Airport,Port of Portland,https://www.portofportland.com/HIO,2026-03-24,Current official page describing Hillsboro Airport as a Port-operated 950-acre airport in Hillsboro.,Critical source showing the footprint extends into Washington County.
ttd_page,official_airport_page,Troutdale Airport,Port of Portland,https://www.portofportland.com/TTD,2026-03-24,Current official page describing Troutdale Airport as a Port-operated airport in Troutdale.,Supports the east-county airport component.
gresham_vista_page,official_business_park_page,Gresham Vista Business Park,Port of Portland,https://www.portofportland.com/greshamvista,2026-03-24,Current official page giving the Gresham Vista property map and location.,Supports the eastern business-park component.
trip_page,official_business_park_page,Troutdale Reynolds Industrial Park,Port of Portland,https://www.portofportland.com/trip,2026-03-24,Current official page describing TRIP as a 700-acre industrial business park in east Multnomah County and providing a property map.,Supports the Troutdale and Fairview industrial component.
